API_Key,Master_API_Key,Usage_Date,Product_Group,SKU,Country_Code,Country_Name,Network_Code,Network_Name,Network_Type,Origin,Call_Type,Number_Type,Origination_Prefixes,Origination_Country_Region,Termination_Prefixes,Tier,Tier_Volume,Currency,Quantity,Usage,Invoice_Number
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,US,United States,310004,null,MOBILE,null,domestic,Mobile,null,null,Remote Areas,null,null,EUR,2793,0.611667,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23410,null,MOBILE,null,domestic,Landline,null,null,null,null,null,EUR,755,1.1721375,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,US,United States,310090,null,MOBILE,null,international,Landline,null,EU & US/CA,null,null,null,EUR,358,0.078402,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,US,United States,US-VIRTUAL-BANDWIDTH,null,VIRTUAL,null,domestic,Mobile,null,null,null,null,null,EUR,75,0.016425,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,US,United States,310260,null,MOBILE,null,domestic,Mobile,null,null,Remote Areas,null,null,EUR,1556,0.340764,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Inbound,US,United States,null,null,VIRTUAL,null,domestic,Mobile,null,null,null,null,null,EUR,22408,1.6806,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,US,United States,US-FIXED,null,LANDLINE,null,domestic,Mobile,null,null,null,null,null,EUR,3348,0.733212,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23410,null,MOBILE,null,international,Mobile,null,EU & US/CA,null,null,null,EUR,282,0.437805,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23420,null,MOBILE,null,international,Mobile,null,EU & US/CA,null,null,null,EUR,95,0.1474875,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,US,United States,US-UNKNOWN,null,MOBILE,null,domestic,Mobile,null,null,null,null,null,EUR,701,0.153519,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,US,United States,310090,null,MOBILE,null,domestic,Mobile,null,null,null,null,null,EUR,16876,3.695844,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23410,null,MOBILE,null,domestic,Mobile,null,null,null,null,null,EUR,270,0.419175,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,US,United States,310090,null,MOBILE,null,domestic,Mobile,null,null,Remote Areas,null,null,EUR,952,0.208488,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23431,null,MOBILE,null,domestic,Landline,null,null,null,null,null,EUR,2182,3.387555,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Inbound,GB,United Kingdom,null,null,LANDLINE,null,domestic,Landline,null,null,null,null,null,EUR,105,0.01303785,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,US,United States,310260,null,MOBILE,null,domestic,Mobile,null,null,null,null,null,EUR,6659,1.458321,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,US,United States,US-VOIP,null,VIRTUAL,null,domestic,Mobile,null,null,null,null,null,EUR,90,0.01971,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,US,United States,US-FIXED,null,LANDLINE,null,domestic,Mobile,null,null,Remote Areas,null,null,EUR,709,0.155271,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Inbound,US,United States,null,null,VIRTUAL,null,international,Mobile,null,null,null,null,null,EUR,13,0.000975,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,GB-FIXED,null,LANDLINE,null,domestic,Landline,null,null,null,null,null,EUR,122973,25.455411,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23420,null,MOBILE,null,domestic,Landline,null,null,null,null,null,EUR,506,0.785565,INV00182587
00528777,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,US,United States,310120,null,MOBILE,null,domestic,Mobile,null,null,null,null,null,EUR,2372,0.519468,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,US,United States,US-FIXED,United States of America Landline,landline,null,null,null,null,null,null,null,null,EUR,30,0.2205,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,US,United States,310004,Verizon Wireless,mobile,null,null,null,null,null,null,null,null,EUR,128,1.3056,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,US,United States,310260,T-mobile USA  Inc.,mobile,null,null,null,null,null,null,null,null,EUR,59,0.6018,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,GB,United Kingdom,23433,EE Limited (Orange),mobile,null,null,null,null,null,null,null,null,EUR,288,13.93632,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,US,United States,US-VIRTUAL-BANDWIDTH,Bandwidth.com CLEC  LLC,virtual,null,null,null,null,null,null,null,null,EUR,23,0.16905,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,GB,United Kingdom,23426,Lycamobile UK Limited,mobile,null,null,null,null,null,null,null,null,EUR,349,16.88811,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,GB,United Kingdom,23487,Lebara Mobile Limited,mobile,null,null,null,null,null,null,null,null,EUR,22,1.06458,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,GB,United Kingdom,23410,Telefonica UK Limited,mobile,null,null,null,null,null,null,null,null,EUR,24492,1185.16788,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,GB,United Kingdom,23420,Hutchison 3G Ltd,null,null,null,null,null,null,null,null,null,EUR,101,4.88739,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,PR,Puerto Rico,PR-FIXED,Puerto Rico Landline,landline,null,null,null,null,null,null,null,null,EUR,7,0.33425,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,US,United States,US-UNKNOWN,United States Unknown,mobile,null,null,null,null,null,null,null,null,EUR,4,0.0294,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,GB,United Kingdom,23431,EE Tmobile,mobile,null,null,null,null,null,null,null,null,EUR,14893,720.67227,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,GB,United Kingdom,23426,Lycamobile UK Limited,null,null,null,null,null,null,null,null,null,EUR,66,3.19374,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,GB,United Kingdom,23457,Sky UK Limited,null,null,null,null,null,null,null,null,null,EUR,10,0.4839,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,GB,United Kingdom,23440,Spusu UK,mobile,null,null,null,null,null,null,null,null,EUR,56,2.70984,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,US,United States,US-VOIP,United States of America VoIP,virtual,null,null,null,null,null,null,null,null,EUR,3,0.02205,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,GB,United Kingdom,23424,Stour Marine Limited,mobile,null,null,null,null,null,null,null,null,EUR,6,0.29034,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,GB,United Kingdom,23410,Telefonica UK Limited,null,null,null,null,null,null,null,null,null,EUR,212,10.25868,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,GB,United Kingdom,23433,EE Limited (Orange),null,null,null,null,null,null,null,null,null,EUR,168,8.12952,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,US,United States,310090,AT&T Mobility,mobile,null,null,null,null,null,null,null,null,EUR,181,1.8462,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,GB,United Kingdom,23420,Hutchison 3G Ltd,mobile,null,null,null,null,null,null,null,null,EUR,8846,428.05794,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,GB,United Kingdom,23415,Vodafone Limited,mobile,null,null,null,null,null,null,null,null,EUR,15501,750.09339,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,GB,United Kingdom,23415,Vodafone Limited,null,null,null,null,null,null,null,null,null,EUR,251,12.14589,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,GB,United Kingdom,23457,Sky UK Limited,mobile,null,null,null,null,null,null,null,null,EUR,3307,160.02573,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,GB,United Kingdom,GB-UNKNOWN,United Kingdom Unknown,null,null,null,null,null,null,null,null,null,EUR,7,0.33873,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,GB,United Kingdom,23431,EE Tmobile,null,null,null,null,null,null,null,null,null,EUR,247,11.95233,INV00182587
08edaef3,,2026-6-1,SMS Outbound Usage,Outbound SMS,US,United States,310090,AT&T Mobility,null,null,null,null,null,null,null,null,null,EUR,5,0.051,INV00182587
08edaef3,,2026-6-1,Client SDK Usage,IP Calls,null,null,null,null,null,null,null,null,null,null,null,null,null,EUR,287539,20.12773,INV00182587
08edaef3,,2026-6-1,SMS API Usage,Inbound SMS,US,United States,null,null,mobile,null,null,null,null,null,null,null,null,EUR,5,0.0295,INV00182587
08edaef3,,2026-6-1,SMS API Usage,Inbound SMS,null,null,null,null,null,null,null,null,null,null,null,null,null,EUR,2,0.0114,INV00182587
08edaef3,,2026-6-1,SMS API Usage,Inbound SMS,GB,United Kingdom,null,null,mobile,null,null,null,null,null,null,null,null,EUR,2,0.0118,INV00182587
08edaef3,,2026-6-1,Numbers Recurring Charges,Toll-free Numbers (SMS),US,United States,null,null,null,null,null,null,null,null,null,null,null,EUR,3,5.43,INV00182587
08edaef3,,2026-6-1,Numbers Recurring Charges,Long Code Numbers (Voice & SMS),US,United States,null,null,null,null,null,null,null,null,null,null,null,EUR,5,4.65,INV00182587
08edaef3,,2026-6-1,Numbers Recurring Charges,Long Code Numbers (Voice),NL,Netherlands,null,null,null,null,null,null,null,null,null,null,null,EUR,2,3.1,INV00182587
08edaef3,,2026-6-1,Numbers Recurring Charges,Long Code Numbers (Voice),GB,United Kingdom,null,null,null,null,null,null,null,null,null,null,null,EUR,95,98.8,INV00182587
08edaef3,,2026-6-1,Numbers Recurring Charges,Long Code Numbers (Voice & SMS),CA,Canada,null,null,null,null,null,null,null,null,null,null,null,EUR,2,1.44,INV00182587
08edaef3,,2026-6-1,Numbers Recurring Charges,Long Code Numbers (Voice & SMS),GB,United Kingdom,null,null,null,null,null,null,null,null,null,null,null,EUR,10,10,INV00182587
08edaef3,,2026-6-1,Voice Service Usage,WebSocket,null,null,null,null,null,null,null,null,null,null,null,null,null,EUR,18489448,1294.26136,INV00182587
08edaef3,,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23426,null,MOBILE,null,domestic,Landline,null,null,null,null,null,EUR,14957,23.2207425,INV00182587
08edaef3,,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23439,null,MOBILE,null,domestic,Landline,null,null,null,null,null,EUR,86,0.133515,INV00182587
08edaef3,,2026-6-1,Voice API Usage,VAPI - Inbound,GB,United Kingdom,null,null,LANDLINE,null,international,Landline,null,null,null,null,null,EUR,99,0.01229283,INV00182587
08edaef3,,2026-6-1,Voice API Usage,VAPI - Inbound,GB,United Kingdom,null,null,LANDLINE,null,domestic,Landline,null,null,null,null,null,EUR,2263417,281.04848889,INV00182587
08edaef3,,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23431,null,MOBILE,null,domestic,Landline,null,null,null,null,null,EUR,287878,446.93059507,INV00182587
08edaef3,,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23457,null,MOBILE,null,domestic,Landline,null,null,null,null,null,EUR,21360,33.16140001,INV00182587
08edaef3,,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23415,null,MOBILE,null,domestic,Landline,null,null,null,null,null,EUR,445416,691.50834011,INV00182587
08edaef3,,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23420,null,MOBILE,null,domestic,Landline,null,null,null,null,null,EUR,198203,307.71015757,INV00182587
08edaef3,,2026-6-1,Voice API Usage,VAPI - Inbound,GB,United Kingdom,null,null,LANDLINE,null,noCli,Landline,null,null,null,null,null,EUR,1171,0.14540307,INV00182587
08edaef3,,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23433,null,MOBILE,null,domestic,Landline,null,null,null,null,null,EUR,195450,303.43612504,INV00182587
08edaef3,,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,GB-FIXED,null,LANDLINE,null,domestic,Landline,null,null,null,null,null,EUR,1007243,208.499301,INV00182587
08edaef3,,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23504,null,MOBILE,null,domestic,Landline,null,null,null,null,null,EUR,696,1.08054,INV00182587
08edaef3,,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23410,null,MOBILE,null,domestic,Landline,null,null,null,null,null,EUR,496251,770.42967761,INV00182587
08edaef3,,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23440,null,MOBILE,null,domestic,Landline,null,null,null,null,null,EUR,144,0.22356,INV00182587
08edaef3,,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23424,null,MOBILE,null,domestic,Landline,null,null,null,null,null,EUR,44,0.06831,INV00182587
08edaef3,,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23425,null,MOBILE,null,domestic,Landline,null,null,null,null,null,EUR,109,0.1692225,INV00182587
58dfea9c,08edaef3,2026-6-1,Numbers Recurring Charges,Long Code Numbers (Voice & SMS),GB,United Kingdom,null,null,null,null,null,null,null,null,null,null,null,EUR,1,1,INV00182587
e79956c5,08edaef3,2026-6-1,SMS API Usage,Inbound SMS,null,null,null,null,null,null,null,null,null,null,null,null,null,EUR,10,0.057,INV00182587
e79956c5,08edaef3,2026-6-1,Numbers Recurring Charges,Long Code Numbers (Voice & SMS),CA,Canada,null,null,null,null,null,null,null,null,null,null,null,EUR,1,0.72,INV00182587
e79956c5,08edaef3,2026-6-1,Numbers Recurring Charges,Long Code Numbers (Voice),GB,United Kingdom,null,null,null,null,null,null,null,null,null,null,null,EUR,3,3.12,INV00182587
e79956c5,08edaef3,2026-6-1,Numbers Recurring Charges,Long Code Numbers (Voice & SMS),GB,United Kingdom,null,null,null,null,null,null,null,null,null,null,null,EUR,3,3,INV00182587
e79956c5,08edaef3,2026-6-1,Voice Service Usage,WebSocket,null,null,null,null,null,null,null,null,null,null,null,null,null,EUR,302416,21.16912,INV00182587
e79956c5,08edaef3,2026-6-1,Voice Service Usage,Standard TTS,null,null,null,null,null,null,null,null,null,null,null,1,1-10000,EUR,300,0,INV00182587
e79956c5,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23426,null,MOBILE,null,domestic,Landline,null,null,null,null,null,EUR,3091,4.7987775,INV00182587
e79956c5,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23431,null,MOBILE,null,domestic,Landline,null,null,null,null,null,EUR,1932,2.99943,INV00182587
e79956c5,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,GB-FIXED,null,LANDLINE,null,domestic,Landline,null,null,null,null,null,EUR,291183,60.274881,INV00182587
e79956c5,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23420,null,MOBILE,null,domestic,Landline,null,null,null,null,null,EUR,868,1.34757,INV00182587
e79956c5,08edaef3,2026-6-1,Voice API Usage,VAPI - Outbound,GB,United Kingdom,23410,null,MOBILE,null,domestic,Landline,null,null,null,null,null,EUR,5921,9.1923525,INV00182587
